label	phylum	class	order	family	genus	abundance	Type
PASV122	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.003892734	phoD
PASV99	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.003034235	phoD
PASV105	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.003211178	phoD
PASV60	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.003440547	phoD
PASV90	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.003447101	phoD
PASV47	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.003184964	phoD
PASV67	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	0.003276712	phoD
PASV57	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002824526	phoD
PASV112	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.003669917	phoD
PASV76	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002654137	phoD
PASV64	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.002785205	phoD
PASV218	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.001592482	phoD
PASV72	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.003125983	phoD
PASV102	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00243132	phoD
PASV92	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002693457	phoD
PASV66	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00311943	phoD
PASV88	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Afipia	0.00292938	phoD
PASV53	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	0.001048548	phoD
PASV157	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	0.001068208	phoD
PASV96	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002306805	phoD
PASV170	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002156076	phoD
PASV75	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002418213	phoD
PASV135	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	0.00145486	phoD
PASV176	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002280591	phoD
PASV139	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.002287145	phoD
PASV252	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.001304131	phoD
PASV71	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__unclassified_o__Burkholderiales	g__Rhizobacter	0.00218229	phoD
PASV149	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	0.002123309	phoD
PASV190	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001356559	phoD
PASV374	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__unclassified_o__Burkholderiales	g__Rhizobacter	0.002457534	phoD
PASV165	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.001159956	phoD
PASV207	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001585929	phoD
PASV95	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001867726	phoD
PASV133	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Labrenzia	0.001297578	phoD
PASV119	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001834959	phoD
PASV151	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001553161	phoD
PASV5568	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.003879627	phoD
PASV115	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002011901	phoD
PASV180	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.002503408	phoD
PASV132	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.001762871	phoD
PASV146	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001756318	phoD
PASV284	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Glycomycetales	f__Glycomycetaceae	g__Stackebrandtia	0.001775978	phoD
PASV155	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001985687	phoD
PASV208	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001743211	phoD
PASV120	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001769424	phoD
PASV344	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001638356	phoD
PASV140	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00122549	phoD
PASV614	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.003027682	phoD
PASV324	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.000917479	phoD
PASV2373	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	0.002542728	phoD
PASV379	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	0.000681556	phoD
PASV107	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00170389	phoD
PASV237	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	0.001022334	phoD
PASV137	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001854619	phoD
PASV143	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001730104	phoD
PASV189	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.0009568	phoD
PASV212	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00145486	phoD
PASV172	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001730104	phoD
PASV117	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Lysobacter	0.001500734	phoD
PASV234	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	0.001808745	phoD
PASV125	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001127189	phoD
PASV164	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	0.001716997	phoD
PASV163	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001376219	phoD
PASV259	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001428646	phoD
PASV98	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001350005	phoD
PASV167	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	0.001133742	phoD
PASV222	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001251704	phoD
PASV437	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001448307	phoD
PASV346	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001297578	phoD
PASV262	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001356559	phoD
PASV373	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001402433	phoD
PASV124	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001540054	phoD
PASV174	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001218937	phoD
PASV264	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001271364	phoD
PASV214	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Methylobacterium	0.000825731	phoD
PASV299	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000924033	phoD
PASV109	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000897819	phoD
PASV318	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001310685	phoD
PASV219	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000917479	phoD
PASV270	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001120635	phoD
PASV142	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001127189	phoD
PASV583	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001500734	phoD
PASV401	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	0.001251704	phoD
PASV478	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001166509	phoD
PASV230	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001238597	phoD
PASV162	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001612142	phoD
PASV175	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001199276	phoD
PASV386	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.001258257	phoD
PASV154	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00122549	phoD
PASV290	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00120583	phoD
PASV228	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001618696	phoD
PASV223	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.001094422	phoD
PASV2404	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Sinorhizobium	0.000235923	phoD
PASV195	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__unclassified_o__Burkholderiales	g__Rhizobacter	0.000851945	phoD
PASV246	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001061655	phoD
PASV171	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001127189	phoD
PASV3220	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000806071	phoD
PASV240	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001146849	phoD
PASV220	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000720877	phoD
PASV3230	p__Actinobacteria_d__Bacteria	c__Actinobacteria_p__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Arthrobacter	0.001114082	phoD
PASV519	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	0.000858499	phoD
PASV226	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001035441	phoD
PASV263	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001133742	phoD
PASV297	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000661896	phoD
PASV168	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00099612	phoD
PASV261	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.001625249	phoD
PASV415	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	0.000989567	phoD
PASV1114	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000504614	phoD
PASV210	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	0.000661896	phoD
PASV121	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001035441	phoD
PASV242	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000897819	phoD
PASV302	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001028888	phoD
PASV273	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00122549	phoD
PASV239	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000989567	phoD
PASV333	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bradyrhizobium	0.000969907	phoD
PASV701	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Ensifer	0.000452186	phoD
PASV355	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000792964	phoD
PASV475	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000596361	phoD
PASV4085	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000393205	phoD
PASV498	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000851945	phoD
PASV202	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.00097646	phoD
PASV249	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.000773304	phoD
PASV152	p__unclassified_d__Bacteria	c__unclassified_d__Bacteria	o__unclassified_d__Bacteria	f__unclassified_d__Bacteria	g__unclassified_d__Bacteria	0.001173063	phoD
